STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TOBS,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501211,22, , ,0,9999,-11, , ,0,9999,-6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501212,33, , ,0,9999,-28, , ,0,9999,-28, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501213,44, , ,0,9999,-83, , ,0,9999,-39, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501214,44, , ,0,9999,-78, , ,0,9999,6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501215,72, , ,0,9999,-6, , ,0,9999,44, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501216,44, , ,0,9999,-22, , ,0,9999,-17, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501217,22, , ,0,9999,-61, , ,0,9999,-22, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501218,-6, , ,0,9999,-78, , ,0,9999,-28, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501219,0, , ,0,9999,-72, , ,0,9999,-50, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501220,-6, , ,0,9999,-111, , ,0,9999,-67, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501221,22, , ,0,9999,-83, , ,0,9999,-61, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501222,6, , ,0,9999,-72, , ,0,9999,-6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501223,78, , ,0,9999,-56, , ,0,9999,22, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501224,150, , ,0,9999,-22, , ,0,9999,67, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501225,67, , ,0,9999,-61, , ,0,9999,-22, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501226,22, , ,0,9999,-44, , ,0,9999,-39, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501227,-28, , ,0,9999,-122, , ,0,9999,-83, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501228,-11, , ,0,9999,-117, , ,0,9999,-17, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501229,22, , ,0,9999,-28, , ,0,9999,-6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501230,56, , ,0,9999,-56, , ,0,9999,28, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19501231,50, , ,0,9999,-17, , ,0,9999,0, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510101,44, , ,0,9999,-67, , ,0,9999,0, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510102,61, , ,0,9999,-67, , ,0,9999,33, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510103,167, , ,0,9999,22, , ,0,9999,139, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510104,183, , ,0,9999,61, , ,0,9999,61, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510105,100, , ,0,9999,-28, , ,0,9999,28, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510106,133, , ,0,9999,-17, , ,0,9999,50, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510107,50, , ,0,9999,17, , ,0,9999,17, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510108,22, , ,0,9999,-61, , ,0,9999,-61, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510109,39, , ,0,9999,-117, , ,0,9999,-17, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510110,94, , ,0,9999,-94, , ,0,9999,22, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510111,100, , ,0,9999,-17, , ,0,9999,44, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510112,72, , ,0,9999,-39, , ,0,9999,44, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510113,61, , ,0,9999,-39, , ,0,9999,6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510114,17, , ,0,9999,-39, , ,0,9999,0, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510115,89, , ,0,9999,0, , ,0,9999,39, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510116,44, , ,0,9999,-6, , ,0,9999,-6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510117,133, , ,0,9999,-61, , ,0,9999,94, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510118,194, , ,0,9999,50, , ,0,9999,100, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510119,217, , ,0,9999,39, , ,0,9999,128, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510120,217, , ,0,9999,39, , ,0,9999,161, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510121,167, , ,0,9999,6, , ,0,9999,6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510122,11, , ,0,9999,-78, , ,0,9999,-28, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510123,78, , ,0,9999,-78, , ,0,9999,78, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510124,111, , ,0,9999,33, , ,0,9999,72, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510125,72, , ,0,9999,0, , ,0,9999,0, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510126,17, , ,0,9999,-61, , ,0,9999,-22, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510127,78, , ,0,9999,-83, , ,0,9999,50, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510128,100, , ,0,9999,-17, , ,0,9999,56, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510129,117, , ,0,9999,11, , ,0,9999,11, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510130,22, , ,0,9999,-22, , ,0,9999,-6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510131,-6, , ,0,9999,-67, , ,0,9999,-17, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510201,44, , ,0,9999,-39, , ,0,9999,39, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510202,39, , ,0,9999,-106, , ,0,9999,-44, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510203,-44, , ,0,9999,-122, , ,0,9999,-83, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510204,11, , ,0,9999,-122, , ,0,9999,-17, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510205,50, , ,0,9999,-61, , ,0,9999,22, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510206,83, , ,0,9999,-61, , ,0,9999,50, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510207,106, , ,0,9999,-50, , ,0,9999,-50, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510208,-50, , ,0,9999,-128, , ,0,9999,-89, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510209,-44, , ,0,9999,-133, , ,0,9999,-67, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510210,0, , ,0,9999,-72, , ,0,9999,-39, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510211,56, , ,0,9999,-56, , ,0,9999,17, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510212,183, , ,0,9999,-33, , ,0,9999,106, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510213,228, , ,0,9999,-6, , ,0,9999,172, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510214,211, , ,0,9999,28, , ,0,9999,28, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510215,28, , ,0,9999,-17, , ,0,9999,6, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510216,56, , ,0,9999,-33, , ,0,9999,44, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510217,61, , ,0,9999,11, , ,0,9999,44, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510218,128, , ,0,9999,-6, , ,0,9999,78, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510219,78, , ,0,9999,6, , ,0,9999,61, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510220,72, , ,0,9999,39, , ,0,9999,61, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510221,78, , ,0,9999,56, , ,0,9999,56, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510222,106, , ,0,9999,44, , ,0,9999,72, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510223,78, , ,0,9999,0, , ,0,9999,50, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510224,94, , ,0,9999,-33, , ,0,9999,78, , ,0,9999
GHCND:USC00440403,BAILEYS CROSSROADS VA US,78.9,38.85,-77.13333,19510225,161, , ,0,9999,33, , ,0,9999,133, , ,0,9999
